Mutant ID,MTG ID,Status,Notes,Actual Output SI,Actual Output FI1,Actual Output FI2,Actual Output Relation,MR Verdict
M40,MTG10,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['X']
Total distance: inf","Shortest path: ['X']
Total distance: inf","Shortest path: ['A']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M41,MTG6,Not Equivalent,"SI=inf, FI1=inf, FI2=3.0","Shortest path: ['A']
Total distance: inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E', 'G']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M41,MTG7,Not Equivalent,"SI=inf, FI1=2.0, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['1', '3']
Total distance: 2.0","Shortest path: ['3']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M41,MTG8,Not Equivalent,"SI=inf, FI1=8.0, FI2=inf","Shortest path: ['M']
Total distance: inf","Shortest path: ['M', 'O']
Total distance: 8.0","Shortest path: ['O']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M41,MTG9,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['C']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M41,MTG10,Not Equivalent,"SI=inf, FI1=3.0, FI2=inf","Shortest path: ['X']
Total distance: inf","Shortest path: ['X', 'A']
Total distance: 3.0","Shortest path: ['A']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M42,MTG6,Not Equivalent,"SI=3.0, FI1=4.0, FI2=3.0","Shortest path: ['A', 'B', 'E', 'G']
Total distance: 3.0","Shortest path: ['A', 'B', 'E']
Total distance: 4.0","Shortest path: ['E', 'G']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M42,MTG7,Not Equivalent,"SI=2.0, FI1=2.0, FI2=2.0","Shortest path: ['1', '3', '4', '6']
Total distance: 2.0","Shortest path: ['1', '3']
Total distance: 2.0","Shortest path: ['3', '4', '6']
Total distance: 2.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M42,MTG8,Not Equivalent,"SI=4.0, FI1=1.0, FI2=4.0","Shortest path: ['M', 'N', 'O', 'P', 'Q']
Total distance: 4.0","Shortest path: ['M', 'N', 'O']
Total distance: 1.0","Shortest path: ['O', 'P', 'Q']
Total distance: 4.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M42,MTG9,Not Equivalent,"SI=2.0, FI1=2.0, FI2=2.0","Shortest path: ['S', 'A', 'C', 'D', 'T']
Total distance: 2.0","Shortest path: ['S', 'A', 'C']
Total distance: 2.0","Shortest path: ['C', 'D', 'T']
Total distance: 2.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M42,MTG10,Not Equivalent,"SI=4.0, FI1=3.0, FI2=4.0","Shortest path: ['X', 'A', 'B', 'Y']
Total distance: 4.0","Shortest path: ['X', 'A']
Total distance: 3.0","Shortest path: ['A', 'B', 'Y']
Total distance: 4.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M43,MTG6,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A', 'G']
Total distance: 11.0","Shortest path: ['A', 'E']
Total distance: 8.0","Shortest path: ['E', 'G']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M43,MTG7,Not Equivalent,"SI=5.0, FI1=2.0, FI2=3.0","Shortest path: ['1', '6']
Total distance: 5.0","Shortest path: ['1', '3']
Total distance: 2.0","Shortest path: ['3', '6']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M43,MTG8,Not Equivalent,"SI=8.0, FI1=3.0, FI2=5.0","Shortest path: ['M', 'Q']
Total distance: 8.0","Shortest path: ['M', 'O']
Total distance: 3.0","Shortest path: ['O', 'Q']
Total distance: 5.0",source distance == FI1 distance + FI2 distance,PASS
M43,MTG9,Not Equivalent,"SI=8.0, FI1=3.0, FI2=5.0","Shortest path: ['S', 'T']
Total distance: 8.0","Shortest path: ['S', 'C']
Total distance: 3.0","Shortest path: ['C', 'T']
Total distance: 5.0",source distance == FI1 distance + FI2 distance,PASS
M43,MTG10,Not Equivalent,"SI=9.0, FI1=3.0, FI2=6.0","Shortest path: ['X', 'Y']
Total distance: 9.0","Shortest path: ['X', 'A']
Total distance: 3.0","Shortest path: ['A', 'Y']
Total distance: 6.0",source distance == FI1 distance + FI2 distance,PASS
M44,MTG6,Not Equivalent,"SI=3.0, FI1=2.0, FI2=1.0","Shortest path: ['A', 'D', 'F', 'G']
Total distance: 3","Shortest path: ['A', 'D', 'E']
Total distance: 2","Shortest path: ['E', 'G']
Total distance: 1",source distance == FI1 distance + FI2 distance,PASS
M44,MTG7,Not Equivalent,"SI=3.0, FI1=1.0, FI2=2.0","Shortest path: ['1', '2', '5', '6']
Total distance: 3","Shortest path: ['1', '3']
Total distance: 1","Shortest path: ['3', '5', '6']
Total distance: 2",source distance == FI1 distance + FI2 distance,PASS
M44,MTG8,Not Equivalent,"SI=3.0, FI1=1.0, FI2=2.0","Shortest path: ['M', 'O', 'P', 'Q']
Total distance: 3","Shortest path: ['M', 'O']
Total distance: 1","Shortest path: ['O', 'P', 'Q']
Total distance: 2",source distance == FI1 distance + FI2 distance,PASS
M44,MTG9,Not Equivalent,"SI=3.0, FI1=2.0, FI2=2.0","Shortest path: ['S', 'A', 'D', 'T']
Total distance: 3","Shortest path: ['S', 'B', 'C']
Total distance: 2","Shortest path: ['C', 'D', 'T']
Total distance: 2",source distance ≠ FI1 distance + FI2 distance,FAIL
M44,MTG10,Not Equivalent,"SI=2.0, FI1=1.0, FI2=2.0","Shortest path: ['X', 'B', 'Y']
Total distance: 2","Shortest path: ['X', 'A']
Total distance: 1","Shortest path: ['A', 'C', 'Y']
Total distance: 2",source distance ≠ FI1 distance + FI2 distance,FAIL
M45,MTG6,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A', 'D', 'E', 'G']
Total distance: 11.0","Shortest path: ['A', 'D', 'E']
Total distance: 8.0","Shortest path: ['E', 'G']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M45,MTG7,Not Equivalent,"SI=5.0, FI1=2.0, FI2=3.0","Shortest path: ['1', '3', '4', '6']
Total distance: 5.0","Shortest path: ['1', '3']
Total distance: 2.0","Shortest path: ['3', '4', '6']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M45,MTG8,Not Equivalent,"SI=8.0, FI1=3.0, FI2=5.0","Shortest path: ['M', 'N', 'O', 'P', 'Q']
Total distance: 8.0","Shortest path: ['M', 'N', 'O']
Total distance: 3.0","Shortest path: ['O', 'P', 'Q']
Total distance: 5.0",source distance == FI1 distance + FI2 distance,PASS
M45,MTG9,Not Equivalent,"SI=8.0, FI1=3.0, FI2=5.0","Shortest path: ['S', 'A', 'C', 'D', 'T']
Total distance: 8.0","Shortest path: ['S', 'A', 'C']
Total distance: 3.0","Shortest path: ['C', 'D', 'T']
Total distance: 5.0",source distance == FI1 distance + FI2 distance,PASS
M45,MTG10,Not Equivalent,"SI=9.0, FI1=3.0, FI2=6.0","Shortest path: ['X', 'A', 'B', 'Y']
Total distance: 9.0","Shortest path: ['X', 'A']
Total distance: 3.0","Shortest path: ['A', 'B', 'Y']
Total distance: 6.0",source distance == FI1 distance + FI2 distance,PASS
